discontinued_n,started_n,completed_n,rate_vs_trial_start,base_rate,size_factor_log1p_started,recency_decay,evidence_quality,enrollment_count,num_countries,total_sites,reason,period_title,arm_id,search_condition,sponsor_class,actual_target,predicted_target,absolute_error
1.0,884.0,719.0,0.001131,0.001131,6.785588,0.312053,1.0,884.0,16.0,101.0,Protocol Violation,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00239485,0.0023974194071924426,2.5694071924425334e-06
0.0,884.0,719.0,0.0,0.0,6.785588,0.312053,1.0,884.0,16.0,101.0,Protocol Violation,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,884.0,719.0,0.001131,0.001131,6.785588,0.312053,1.0,884.0,16.0,101.0,Protocol Violation,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00239485,0.002396658427043632,1.8084270436320715e-06
0.0,884.0,719.0,0.0,0.0,6.785588,0.312053,1.0,884.0,16.0,101.0,Sponsor Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,884.0,719.0,0.002262,0.002262,6.785588,0.312053,1.0,884.0,16.0,101.0,Sponsor Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0047897,0.0048322614875676365,4.2561487567636426e-05
0.0,884.0,719.0,0.0,0.0,6.785588,0.312053,1.0,884.0,16.0,101.0,Sponsor Decision,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,468.0,430.0,0.002137,0.002137,6.150603,0.444253,1.0,468.0,0.0,0.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00583918,0.005840083825394478,9.038253944776073e-07
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Adverse Event,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
3.0,468.0,430.0,0.00641,0.00641,6.150603,0.444253,1.0,468.0,0.0,0.0,Death,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01751482,0.017594207291170637,7.938729117063642e-05
4.0,468.0,430.0,0.008547,0.008547,6.150603,0.444253,1.0,468.0,0.0,0.0,Death,Overall Study,FG001,diabetes type 2,INDUSTRY,0.023354,0.023111920673551594,0.0002420793264484057
4.0,468.0,430.0,0.008547,0.008547,6.150603,0.444253,1.0,468.0,0.0,0.0,Death,Overall Study,FG002,diabetes type 2,INDUSTRY,0.023354,0.023104900104682552,0.0002490998953174478
2.0,468.0,430.0,0.004274,0.004274,6.150603,0.444253,1.0,468.0,0.0,0.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01167837,0.011670264500406752,8.105499593248286e-06
1.0,468.0,430.0,0.002137,0.002137,6.150603,0.444253,1.0,468.0,0.0,0.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00583918,0.005836514150513069,2.6658494869311045e-06
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Lost to Follow-up,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Screen Failure,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,468.0,430.0,0.002137,0.002137,6.150603,0.444253,1.0,468.0,0.0,0.0,Screen Failure,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00583918,0.005832145379679738,7.034620320262551e-06
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Screen Failure,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Participant Moved,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,468.0,430.0,0.0,0.0,6.150603,0.444253,1.0,468.0,0.0,0.0,Participant Moved,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,468.0,430.0,0.004274,0.004274,6.150603,0.444253,1.0,468.0,0.0,0.0,Participant Moved,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01167837,0.011678713611031753,3.43611031752844e-07
7.0,468.0,430.0,0.014957,0.014957,6.150603,0.444253,1.0,468.0,0.0,0.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.04086882,0.040695269670882966,0.00017355032911703372
8.0,468.0,430.0,0.017094,0.017094,6.150603,0.444253,1.0,468.0,0.0,0.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.04670801,0.047284579119990074,0.0005765691199900724
5.0,468.0,430.0,0.010684,0.010684,6.150603,0.444253,1.0,468.0,0.0,0.0,Withdrawal by Subject,Overall Study,FG002,diabetes type 2,INDUSTRY,0.02919319,0.029081621453303577,0.00011156854669642363
2.0,38.0,497.0,0.052632,0.052632,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Open-label Segment 1,FG000,diabetes type 2,INDUSTRY,0.05475881,0.0589607093904435,0.004201899390443499
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Open-label Segment 1,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Open-label Segment 1,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Open-label Segment 1,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Open-label Segment 1,FG004,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,38.0,497.0,0.026316,0.026316,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Open-label Segment 1,FG000,diabetes type 2,INDUSTRY,0.02737941,0.035102233741438504,0.0077228237414385045
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Open-label Segment 1,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Open-label Segment 1,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Open-label Segment 1,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Open-label Segment 1,FG004,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Adverse Event,Double-blind Segment 2,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
3.0,38.0,497.0,0.078947,0.078947,3.663562,0.283988,1.0,554.0,16.0,115.0,Adverse Event,Double-blind Segment 2,FG001,diabetes type 2,INDUSTRY,0.08213718,0.12724318093841275,0.045106000938412744
1.0,38.0,497.0,0.026316,0.026316,3.663562,0.283988,1.0,554.0,16.0,115.0,Adverse Event,Double-blind Segment 2,FG002,diabetes type 2,INDUSTRY,0.02737941,0.03561850361816468,0.008239093618164682
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Adverse Event,Double-blind Segment 2,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Adverse Event,Double-blind Segment 2,FG004,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Double-blind Segment 2,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
11.0,38.0,497.0,0.289474,0.289474,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Double-blind Segment 2,FG001,diabetes type 2,INDUSTRY,0.3011714,0.354769041653373,0.053597641653372996
5.0,38.0,497.0,0.131579,0.131579,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Double-blind Segment 2,FG002,diabetes type 2,INDUSTRY,0.136896,0.17865109146841274,0.04175509146841275
2.0,38.0,497.0,0.052632,0.052632,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Double-blind Segment 2,FG003,diabetes type 2,INDUSTRY,0.05475881,0.0584436148622887,0.0036848048622886986
5.0,38.0,497.0,0.131579,0.131579,3.663562,0.283988,1.0,554.0,16.0,115.0,Lost to Follow-up,Double-blind Segment 2,FG004,diabetes type 2,INDUSTRY,0.136896,0.17853405485912702,0.04163805485912703
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Double-blind Segment 2,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
10.0,38.0,497.0,0.263158,0.263158,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Double-blind Segment 2,FG001,diabetes type 2,INDUSTRY,0.27379199,0.3101104951188589,0.036318505118858924
6.0,38.0,497.0,0.157895,0.157895,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Double-blind Segment 2,FG002,diabetes type 2,INDUSTRY,0.1642754,0.20551753193368058,0.04124213193368059
7.0,38.0,497.0,0.184211,0.184211,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Double-blind Segment 2,FG003,diabetes type 2,INDUSTRY,0.19165481,0.2930776645862001,0.1014228545862001
2.0,38.0,497.0,0.052632,0.052632,3.663562,0.283988,1.0,554.0,16.0,115.0,Withdrawal by Subject,Double-blind Segment 2,FG004,diabetes type 2,INDUSTRY,0.05475881,0.05848468913169346,0.003725879131693463
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Other,Double-blind Segment 2,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,38.0,497.0,0.052632,0.052632,3.663562,0.283988,1.0,554.0,16.0,115.0,Other,Double-blind Segment 2,FG001,diabetes type 2,INDUSTRY,0.05475881,0.05847238958086013,0.0037135795808601324
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Other,Double-blind Segment 2,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Other,Double-blind Segment 2,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,38.0,497.0,0.0,0.0,3.663562,0.283988,1.0,554.0,16.0,115.0,Other,Double-blind Segment 2,FG004,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,30-week Core Treatment Period,FG000,diabetes type 2,INDUSTRY,0.00925414,0.009246513608630913,7.626391369086605e-06
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,30-week Core Treatment Period,FG001,diabetes type 2,INDUSTRY,0.00925414,0.009261523716785675,7.383716785675648e-06
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,30-week Core Treatment Period,FG002,diabetes type 2,INDUSTRY,0.00925414,0.009254490349940437,3.503499404373944e-07
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,30-week Core Treatment Period,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,30-week Core Treatment Period,FG000,diabetes type 2,INDUSTRY,0.01850829,0.018478970427083293,2.9319572916707004e-05
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,30-week Core Treatment Period,FG001,diabetes type 2,INDUSTRY,0.01850829,0.01841770323779757,9.058676220242978e-05
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,30-week Core Treatment Period,FG002,diabetes type 2,INDUSTRY,0.01850829,0.018442578405297574,6.571159470242574e-05
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,30-week Core Treatment Period,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,30-week Core Treatment Period,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
4.0,406.0,293.0,0.009852,0.009852,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,30-week Core Treatment Period,FG001,diabetes type 2,INDUSTRY,0.03701657,0.03667879782351188,0.00033777217648811586
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,30-week Core Treatment Period,FG002,diabetes type 2,INDUSTRY,0.01850829,0.018429570561130912,7.87194388690883e-05
3.0,406.0,293.0,0.007389,0.007389,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,30-week Core Treatment Period,FG003,diabetes type 2,INDUSTRY,0.02776243,0.027626738579623004,0.00013569142037699738
19.0,406.0,293.0,0.046798,0.046798,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,30-week Core Treatment Period,FG000,diabetes type 2,INDUSTRY,0.17583248,0.1748508399951306,0.0009816400048694163
12.0,406.0,293.0,0.029557,0.029557,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,30-week Core Treatment Period,FG001,diabetes type 2,INDUSTRY,0.11105348,0.1112538356079267,0.00020035560792670826
19.0,406.0,293.0,0.046798,0.046798,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,30-week Core Treatment Period,FG002,diabetes type 2,INDUSTRY,0.17583248,0.17500235622548777,0.0008301237745122481
19.0,406.0,293.0,0.046798,0.046798,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,30-week Core Treatment Period,FG003,diabetes type 2,INDUSTRY,0.17583248,0.17515010524194607,0.0006823747580539385
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,26-week Treatment Extension Period,FG000,diabetes type 2,INDUSTRY,0.01850829,0.01845503116541664,5.3258834583361225e-05
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,26-week Treatment Extension Period,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,26-week Treatment Extension Period,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Protocol Violation,26-week Treatment Extension Period,FG003,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,26-week Treatment Extension Period,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,26-week Treatment Extension Period,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,26-week Treatment Extension Period,FG002,diabetes type 2,INDUSTRY,0.00925414,0.009257336861785665,3.196861785665847e-06
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Other: Not related to COVID-19,26-week Treatment Extension Period,FG003,diabetes type 2,INDUSTRY,0.00925414,0.009267310091547572,1.317009154757319e-05
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,26-week Treatment Extension Period,FG000,diabetes type 2,INDUSTRY,0.00925414,0.00925210831839281,2.031681607188654e-06
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,26-week Treatment Extension Period,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
0.0,406.0,293.0,0.0,0.0,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,26-week Treatment Extension Period,FG002,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,406.0,293.0,0.002463,0.002463,6.008813,0.625292,1.0,406.0,5.0,54.0,Adverse Event,26-week Treatment Extension Period,FG003,diabetes type 2,INDUSTRY,0.00925414,0.00926915732696424,1.5017326964241254e-05
2.0,406.0,293.0,0.004926,0.004926,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,26-week Treatment Extension Period,FG000,diabetes type 2,INDUSTRY,0.01850829,0.01848844583904759,1.984416095240915e-05
3.0,406.0,293.0,0.007389,0.007389,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,26-week Treatment Extension Period,FG001,diabetes type 2,INDUSTRY,0.02776243,0.027612324171408697,0.00015010582859130428
3.0,406.0,293.0,0.007389,0.007389,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,26-week Treatment Extension Period,FG002,diabetes type 2,INDUSTRY,0.02776243,0.027639059112480113,0.00012337088751988856
12.0,406.0,293.0,0.029557,0.029557,6.008813,0.625292,1.0,406.0,5.0,54.0,Withdrawal by Subject,26-week Treatment Extension Period,FG003,diabetes type 2,INDUSTRY,0.11105348,0.11108016394078382,2.668394078382541e-05
14.0,807.0,651.0,0.017348,0.017348,6.694562,0.305312,1.0,807.0,19.0,91.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0354581,0.035384311287152734,7.378871284726557e-05
8.0,807.0,651.0,0.009913,0.009913,6.694562,0.305312,1.0,807.0,19.0,91.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.02026148,0.02038709877027779,0.00012561877027779042
12.0,807.0,651.0,0.01487,0.01487,6.694562,0.305312,1.0,807.0,19.0,91.0,Adverse Event,Overall Study,FG002,diabetes type 2,INDUSTRY,0.03039324,0.029862795893521824,0.0005304441064781749
11.0,807.0,651.0,0.013631,0.013631,6.694562,0.305312,1.0,807.0,19.0,91.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02786081,0.027825265166398796,3.554483360120389e-05
19.0,807.0,651.0,0.023544,0.023544,6.694562,0.305312,1.0,807.0,19.0,91.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.04812229,0.048143444738208904,2.115473820890612e-05
14.0,807.0,651.0,0.017348,0.017348,6.694562,0.305312,1.0,807.0,19.0,91.0,Withdrawal by Subject,Overall Study,FG002,diabetes type 2,INDUSTRY,0.0354581,0.03545251755577377,5.582444226229222e-06
5.0,807.0,651.0,0.006196,0.006196,6.694562,0.305312,1.0,807.0,19.0,91.0,Sponsor Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01266419,0.012462174950267852,0.0002020150497321488
4.0,807.0,651.0,0.004957,0.004957,6.694562,0.305312,1.0,807.0,19.0,91.0,Sponsor Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01013176,0.010075109965476208,5.6650034523791915e-05
7.0,807.0,651.0,0.008674,0.008674,6.694562,0.305312,1.0,807.0,19.0,91.0,Sponsor Decision,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01772905,0.017635780339990074,9.326966000992518e-05
1.0,807.0,651.0,0.001239,0.001239,6.694562,0.305312,1.0,807.0,19.0,91.0,Physician Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00253243,0.002537331620297627,4.901620297626929e-06
1.0,807.0,651.0,0.001239,0.001239,6.694562,0.305312,1.0,807.0,19.0,91.0,Physician Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00253243,0.002533472785892864,1.0427858928639504e-06
2.0,807.0,651.0,0.002478,0.002478,6.694562,0.305312,1.0,807.0,19.0,91.0,Physician Decision,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00506486,0.005065362688939404,5.026889394041043e-07
1.0,807.0,651.0,0.001239,0.001239,6.694562,0.305312,1.0,807.0,19.0,91.0,Entry Criteria Not Met,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00253243,0.0025378081381547696,5.378138154769636e-06
1.0,807.0,651.0,0.001239,0.001239,6.694562,0.305312,1.0,807.0,19.0,91.0,Entry Criteria Not Met,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00253243,0.00253390391208334,1.4739120833399434e-06
2.0,807.0,651.0,0.002478,0.002478,6.694562,0.305312,1.0,807.0,19.0,91.0,Entry Criteria Not Met,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00506486,0.005066016023106071,1.1560231060712967e-06
2.0,807.0,651.0,0.002478,0.002478,6.694562,0.305312,1.0,807.0,19.0,91.0,Lack of Efficacy,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00506486,0.005066151053225118,1.2910532251183757e-06
3.0,807.0,651.0,0.003717,0.003717,6.694562,0.305312,1.0,807.0,19.0,91.0,Lack of Efficacy,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00759729,0.00756112590469247,3.616409530752922e-05
4.0,807.0,651.0,0.004957,0.004957,6.694562,0.305312,1.0,807.0,19.0,91.0,Lack of Efficacy,Overall Study,FG002,diabetes type 2,INDUSTRY,0.01013176,0.010117264398670642,1.4495601329357621e-05
0.0,807.0,651.0,0.0,0.0,6.694562,0.305312,1.0,807.0,19.0,91.0,Protocol Violation,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,807.0,651.0,0.001239,0.001239,6.694562,0.305312,1.0,807.0,19.0,91.0,Protocol Violation,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00253243,0.0025310134575595306,1.4165424404694558e-06
2.0,807.0,651.0,0.002478,0.002478,6.694562,0.305312,1.0,807.0,19.0,91.0,Protocol Violation,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00506486,0.0050704923814394055,5.632381439405441e-06
15.0,807.0,651.0,0.018587,0.018587,6.694562,0.305312,1.0,807.0,19.0,91.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.03799053,0.03656484509495035,0.0014256849050496498
13.0,807.0,651.0,0.016109,0.016109,6.694562,0.305312,1.0,807.0,19.0,91.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.03292567,0.032758025542896814,0.0001676444571031832
9.0,807.0,651.0,0.011152,0.011152,6.694562,0.305312,1.0,807.0,19.0,91.0,Lost to Follow-up,Overall Study,FG002,diabetes type 2,INDUSTRY,0.02279391,0.022479411734791673,0.0003144982652083274
0.0,807.0,651.0,0.0,0.0,6.694562,0.305312,1.0,807.0,19.0,91.0,Treatment Non-compliance,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
2.0,807.0,651.0,0.002478,0.002478,6.694562,0.305312,1.0,807.0,19.0,91.0,Treatment Non-compliance,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00506486,0.0050637423415584555,1.1176584415444751e-06
3.0,807.0,651.0,0.003717,0.003717,6.694562,0.305312,1.0,807.0,19.0,91.0,Treatment Non-compliance,Overall Study,FG002,diabetes type 2,INDUSTRY,0.00759729,0.007556919616180569,4.037038381943074e-05
1.0,506.0,499.0,0.001976,0.001976,6.228511,0.444991,1.0,506.0,12.0,117.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00547675,0.005515116718276375,3.836671827637476e-05
0.0,506.0,499.0,0.0,0.0,6.228511,0.444991,1.0,506.0,12.0,117.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,506.0,499.0,0.001976,0.001976,6.228511,0.444991,1.0,506.0,12.0,117.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.00547675,0.005524888921887485,4.8138921887485274e-05
4.0,506.0,499.0,0.007905,0.007905,6.228511,0.444991,1.0,506.0,12.0,117.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.02190976,0.022136741716597217,0.0002269817165972167
0.0,506.0,499.0,0.0,0.0,6.228511,0.444991,1.0,506.0,12.0,117.0,Unclassified,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
1.0,506.0,499.0,0.001976,0.001976,6.228511,0.444991,1.0,506.0,12.0,117.0,Unclassified,Overall Study,FG001,diabetes type 2,INDUSTRY,0.00547675,0.005517035084256228,4.028508425622801e-05
14.0,536.0,495.0,0.026119,0.026119,6.285998,0.600134,1.0,536.0,1.0,32.0,Withdrawal by Subject,Overall Study,FG000,diabetes type 2,INDUSTRY,0.09853236,0.09870811797857133,0.00017575797857133368
8.0,536.0,495.0,0.014925,0.014925,6.285998,0.600134,1.0,536.0,1.0,32.0,Withdrawal by Subject,Overall Study,FG001,diabetes type 2,INDUSTRY,0.05630367,0.0540167895219445,0.002286880478055503
4.0,536.0,495.0,0.007463,0.007463,6.285998,0.600134,1.0,536.0,1.0,32.0,Lost to Follow-up,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02815372,0.02766965392543651,0.0004840660745634891
2.0,536.0,495.0,0.003731,0.003731,6.285998,0.600134,1.0,536.0,1.0,32.0,Lost to Follow-up,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01407497,0.014023258694423713,5.171130557628592e-05
3.0,536.0,495.0,0.005597,0.005597,6.285998,0.600134,1.0,536.0,1.0,32.0,Adverse Event,Overall Study,FG000,diabetes type 2,INDUSTRY,0.02111435,0.021337435262688532,0.000223085262688532
2.0,536.0,495.0,0.003731,0.003731,6.285998,0.600134,1.0,536.0,1.0,32.0,Adverse Event,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01407497,0.014003440135643948,7.1529864356051e-05
2.0,536.0,495.0,0.003731,0.003731,6.285998,0.600134,1.0,536.0,1.0,32.0,Physician Decision,Overall Study,FG000,diabetes type 2,INDUSTRY,0.01407497,0.013991268196834428,8.370180316557077e-05
2.0,536.0,495.0,0.003731,0.003731,6.285998,0.600134,1.0,536.0,1.0,32.0,Physician Decision,Overall Study,FG001,diabetes type 2,INDUSTRY,0.01407497,0.013994476331685617,8.049366831438219e-05
0.0,536.0,495.0,0.0,0.0,6.285998,0.600134,1.0,536.0,1.0,32.0,Non-Compliance with Study Drug,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
3.0,536.0,495.0,0.005597,0.005597,6.285998,0.600134,1.0,536.0,1.0,32.0,Non-Compliance with Study Drug,Overall Study,FG001,diabetes type 2,INDUSTRY,0.02111435,0.021298571363392894,0.00018422136339289394
0.0,536.0,495.0,0.0,0.0,6.285998,0.600134,1.0,536.0,1.0,32.0,Protocol Violation,Overall Study,FG000,diabetes type 2,INDUSTRY,0.0,0.0,0.0
